Ambient_Temperature_C,Age_yr,Maintenance_Count,No_of_Short_Circuits,Outages_hours_per_year,Current_A,Voltage_kV,Predicted_Hot_Spot_Temperature,Predicted_Acidity,Predicted_Moisture_Content,Predicted_Breakdown_Voltage,Predicted_Oil_Health_Score,Predicted_H2_ppm,Predicted_CH4_ppm,Predicted_C2H4_ppm,Predicted_C2H6_ppm,Predicted_C2H2_ppm,Predicted_CO_ppm,Predicted_CO2_ppm,Score_Ambient_Temp,Score_Age,Score_Maintenance,Score_ShortCircuit,Score_Hotspot,Score_Acidity,Score_Moisture,Score_BDV,Score_Oil,Score_H2,Score_CH4,Score_C2H4,Score_C2H6,Score_C2H2,Score_CO,Score_CO2,Health_Index,
31.03,29,4,2,79.85,131.05,10.8,41.62095261,0.722751558,30.36289787,38.74048615,52.49949646,121.0883331,78.77115631,27.40215683,48.72066116,51.08815765,527.1636353,3095.154053,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
25.58,29,4,2,79.85,167.9,10.86,39.82284164,0.721373081,30.59479713,38.22400665,51.82218552,107.484581,61.85010147,22.75448036,42.80896378,51.80772781,521.8516235,3122.25415,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
34.21,29,4,2,79.85,136.38,9.84,44.53382874,0.725030661,30.39108276,37.66055679,51.41846085,140.1948853,73.04668427,32.48994827,48.62505341,50.24687195,526.6212769,3157.527588,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
29.93,29,4,2,79.85,187.19,10.87,42.07709122,0.717732489,30.21027756,39.40113449,53.22272491,114.9127808,54.16622162,24.32068825,45.50456619,53.28429031,537.0841675,3129.149902,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
23.21,29,4,2,79.85,151.93,11.92,40.37782669,0.72964114,31.26169968,38.39320374,52.21278763,126.7172775,51.24731064,24.29070663,44.26203537,49.43284225,490.5578918,3071.852783,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
31.56,29,4,2,79.85,250.31,10.52,42.77248001,0.728237629,30.58196831,37.7179718,50.9164238,111.3871155,68.29078674,30.96860886,39.82938004,50.00233078,509.2234802,3114.861572,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
23.25,29,4,2,79.85,267.41,11.02,40.1019516,0.724698424,30.34366226,39.26767731,53.49572372,117.8483887,66.64915466,21.24570465,42.25380325,54.51258469,565.5477905,2976.261475,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
23.29,29,4,2,79.85,227.78,11.08,39.78185654,0.722086608,30.33314323,38.58312225,55.21284866,115.1689072,59.51415634,19.88983536,40.13311386,51.01291656,525.8947754,3093.457275,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
23.39,29,4,2,79.85,242.34,11.46,40.26301956,0.723787487,30.07356834,38.22427368,54.67515564,127.7418213,55.08274078,26.02851105,41.07465363,49.70199585,523.6126709,3314.24585,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
33.71,29,4,2,79.85,202.86,11.4,43.29359818,0.72117424,29.72470856,39.4358139,52.35978317,129.9097595,68.13063049,31.70800781,44.33308411,50.40795135,526.7183228,3088.869385,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
36.57,29,4,2,79.85,190.37,10.75,47.62723541,0.727231622,29.33166695,38.83059692,51.23096085,124.6659317,66.53720093,28.82073593,46.47254562,54.06974411,528.9937744,3285.470215,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
25.95,29,4,2,79.85,111.72,11.8,40.99655151,0.71798569,30.88120842,38.44944763,55.11386108,112.3174896,54.70426178,25.90312958,42.58052063,51.64788055,498.6651917,3214.265381,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.94,29,4,2,79.85,225.37,10.72,41.82547379,0.72272718,30.54791069,38.98913956,52.25172043,125.3788452,68.40223694,16.36979866,46.19670486,50.52912521,561.0597534,3007.863525,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
25.43,29,4,2,79.85,161.42,11.09,40.15628433,0.72952199,30.17801857,38.97431183,54.89370346,104.9753799,59.46003723,29.41749763,41.99869919,48.43719101,514.3977051,3031.553711,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
29.82,29,4,2,79.85,206.53,11.85,41.58319855,0.721714675,31.03071022,38.83494568,55.49328613,127.3527145,63.2291069,25.12839127,45.58203506,53.4042244,519.564209,3224.812012,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
26.35,29,4,2,79.85,211.2,11.55,40.15635681,0.715159714,30.39011383,38.64531708,55.48262024,112.1399002,67.48516846,20.39043617,41.25072098,48.45724106,539.8956299,3057.454834,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
25.36,29,4,2,79.85,306.83,11.45,40.13066864,0.7234326,30.4046154,38.94992447,52.28694916,125.1882858,70.17181396,17.49069405,42.28279114,46.04802322,560.4786377,3197.519043,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
25.14,29,4,2,79.85,176.59,10.57,39.98626709,0.721043587,30.30533791,38.09822083,53.07778549,117.1410751,74.25575256,28.99767113,43.39637375,52.13500214,522.0883179,3111.091797,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
25.81,29,4,2,79.85,144.66,11.54,39.92885971,0.719998121,30.74219704,37.66466904,53.61595535,117.2296906,49.31421661,23.81157494,41.01003647,48.0217247,571.2819824,3171.950928,2,3,3,2,1,4,4,3,3,2,1,1,1,3,3,2,51.67,
33.27,29,4,2,79.85,205.62,10.97,44.83571243,0.722255528,30.60611916,38.58724213,52.5017662,125.3811264,68.16013336,34.14469528,44.37403488,52.40565109,548.2232666,3098.459717,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
29.02,29,4,2,79.85,152.74,10.86,39.97332382,0.727089822,29.9927845,37.9147644,52.71751022,114.8918991,64.29535675,24.07723999,42.08324814,51.47908401,524.8816528,3234.799316,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
31.56,29,4,2,79.85,205.18,10.48,42.42391586,0.714499235,29.13760185,38.53841782,51.72738647,124.8789139,56.03928757,24.68686485,44.82967758,51.04340363,492.1656799,3121.930908,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
19.92,29,4,2,79.85,254.92,10.84,40.09292984,0.725381076,29.49907303,38.12860489,53.78411484,111.35186,69.11467743,11.74650288,42.29319382,51.27629471,545.0087891,3103.614014,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
31.61,29,4,2,79.85,155.12,10.92,41.84571457,0.727515578,30.32744789,38.15221786,52.01426697,106.132515,62.78110504,23.04299927,47.32896042,51.34633255,527.074585,3083.719971,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
30.14,29,4,2,79.85,195.96,9.91,41.67286682,0.721817791,29.77742004,39.54740524,52.88350677,116.9399414,56.5089035,22.41922569,47.57421494,49.78966904,546.0147095,3102.486084,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
38.14,29,4,2,79.85,55.24,11.44,50.18684769,0.720118344,30.19433212,38.58011627,49.43521881,94.4945755,71.24942017,35.18273926,46.46478271,56.35144043,511.2297363,3150.63916,3,3,3,2,1,4,4,3,3,1,2,1,1,4,2,2,47.67,
24.82,29,4,2,79.85,179.54,10.8,39.65377808,0.728723884,30.57058525,38.48153687,52.49792862,119.851799,61.3014679,24.418787,42.97930527,54.59661865,504.6175842,3124.913574,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
21.2,29,4,2,79.85,141.97,10.58,40.01976776,0.726850212,30.39051819,37.90063095,54.02731323,112.2966232,63.52347183,14.00761414,50.9771843,50.58372498,556.5690308,2971.654541,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
31.16,29,4,2,79.85,206.88,10.11,42.35235977,0.722678542,30.950634,38.98170471,51.8443222,114.4237289,71.17063904,28.89536476,46.07057953,47.9240303,546.4017944,3065.733643,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
25.29,29,4,2,79.85,274.77,11.08,39.71277237,0.72478801,28.99684715,38.29347992,55.16172028,108.8044739,63.2237854,20.20955658,40.42121887,50.62126541,486.710968,2961.939209,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
29.06,29,4,2,79.85,284.58,11.11,40.75490952,0.724774361,29.43434525,38.57107162,55.30412292,126.5316544,64.35147858,23.73705673,45.23905563,53.97373962,522.440918,2995.499023,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
24.03,29,4,2,79.85,33.02,11.65,39.99335861,0.721996307,30.752285,38.02617264,50.89275742,101.2015457,65.8249054,14.69972134,44.46665573,47.5747261,474.17276,2851.826416,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
29.7,29,4,2,79.85,241.98,10.53,41.90804672,0.731658876,31.29566956,37.72009277,52.67459869,120.7512589,74.0891037,32.5162468,50.89419937,50.29107285,531.8259888,3109.557861,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
26.58,29,4,2,79.85,145.09,11.29,39.97669983,0.713673472,29.80887413,38.44425583,52.58425522,121.0640717,54.0525856,21.75579834,43.86377716,50.25431824,529.9291382,3059.297119,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
28.91,29,4,2,79.85,183.07,11.66,40.19387436,0.719873428,30.11527252,38.2241745,51.57382584,122.8848419,59.08914185,20.81035042,45.29006577,51.19927597,492.5585022,3186.765625,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
30.87,29,4,2,79.85,191.13,9.99,41.32329941,0.72242856,31.42799377,38.87659454,55.99465942,118.6810837,64.69071198,20.71672058,46.03406525,50.18502808,554.9962769,3046.563965,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
22.27,29,4,2,79.85,236.98,10.88,40.10714722,0.728038132,31.6264534,38.94983673,51.9667778,124.2503204,64.00240326,22.31002998,44.45633316,51.06946182,530.0654907,3112.260254,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
28.77,29,4,2,79.85,175.14,10.49,40.15436172,0.719829321,30.76725769,38.18622208,53.73267365,120.8864136,68.22372437,21.55250359,45.13832855,52.28392792,517.7450562,3296.070557,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
34.12,29,4,2,79.85,220.57,11.12,46.75556564,0.721796632,30.57768059,37.91723251,49.55329132,121.8823853,62.83597946,31.76235008,44.95895386,53.18969727,562.0802002,3219.283691,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
28.19,29,4,2,79.85,168.47,10.72,40.03705597,0.721307158,30.33258057,38.70908737,54.47077179,118.580513,67.86605835,26.95373535,38.36315536,48.05400467,546.538208,3047.253418,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
30.06,29,4,2,79.85,185.11,10.49,41.32258987,0.713476717,30.32162094,37.9043541,50.74846268,116.6662292,65.80430603,23.62734795,51.24358368,49.06134415,520.6610107,3160.721191,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
27.94,29,4,2,79.85,196.65,10.81,40.55034256,0.724839449,30.77439308,37.98672867,52.5477066,119.0929031,65.92379761,28.70065117,37.60942078,50.32741928,537.9545898,3120.547363,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.12,29,4,2,79.85,254.21,10.93,40.34476089,0.725546002,31.14539146,38.17086792,53.29072189,121.2205048,58.13805008,28.15728188,46.05700302,53.79040527,536.4644165,3064.385742,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
40.16,29,4,2,79.85,209.32,10.98,50.38528442,0.730961084,30.32466125,38.75582123,54.43649673,125.5037384,83.5245285,42.72398376,45.80396652,56.27770615,539.1362305,3243.841553,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
27.58,29,4,2,79.85,190.96,11.17,40.1517067,0.722097576,30.39868355,39.16414642,53.27222443,119.6407852,59.65561295,17.93885231,45.77500153,51.23770905,522.6452026,3100.007324,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
30.74,29,4,2,79.85,170.11,10.75,44.81731796,0.724273443,30.52466965,38.86929321,54.8615799,130.6770477,66.51983643,29.44880867,42.34934235,47.51495361,544.3842773,3063.017822,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
17.59,29,4,2,79.85,235.38,11.19,39.81737518,0.721674502,30.19859695,38.18138885,52.54926682,125.6471405,64.33417511,22.58607483,43.33431625,52.85499954,545.2860107,3032.548828,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
38.21,29,4,2,79.85,255.77,11.2,49.48038864,0.730616212,31.45252991,37.1880722,53.07975006,136.9822083,70.42858887,33.9198494,50.18990707,51.36738586,586.4979858,3193.172607,3,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,45.33,
26.49,29,4,2,79.85,213.82,10.39,40.07195282,0.727788866,29.64243317,38.12599182,52.22581863,127.7143478,55.22876358,21.65182114,41.86128616,46.43603134,553.22052,3060.810547,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
22.5,29,4,2,79.85,157.27,11.06,39.93444061,0.724091887,30.48247147,37.43967438,53.66053391,114.4917679,53.66902924,26.71819496,40.34037781,55.03892899,521.1339722,3174.832031,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
33.37,29,4,2,79.85,164.84,10.9,44.59803009,0.731396496,30.69003677,36.84175873,51.41929245,112.5357666,63.18693542,31.50484276,45.18862152,52.37783432,537.2643433,3336.222656,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.58,29,4,2,79.85,297.11,10.43,41.73284912,0.729148865,29.33703232,37.81703568,51.71469116,118.3889847,49.88846588,29.52945518,38.26137161,57.38132095,538.9301147,3045.650391,2,3,3,2,1,4,3,3,3,2,1,1,1,4,2,2,53.67,
29.53,29,4,2,79.85,146.23,9.83,41.46173096,0.723204672,30.12451172,39.56901169,53.75075531,117.9000244,61.49710846,23.30879211,38.20074844,49.06303787,533.5083618,3316.865723,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
36.73,29,4,2,79.85,219.21,11.23,47.13601685,0.729310632,30.26210785,38.18223572,51.73022842,123.2274094,70.90203094,47.77413177,47.86745453,52.6109314,528.7062378,3267.330811,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
35.45,29,4,2,79.85,184.66,10.89,45.38751221,0.725409985,30.86945724,39.14728546,50.12664413,117.1342239,67.94212341,33.56890869,41.42299271,54.35680389,559.6607056,3089.588135,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
28.66,29,4,2,79.85,239.42,11.61,40.84687805,0.722675383,29.51459885,38.42008209,54.33300781,122.8330994,62.16960526,27.01403046,41.73564911,48.4940033,547.7043457,3032.656982,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
23.54,29,4,2,79.85,156.19,10.46,39.93264008,0.724379063,30.73147583,37.70354462,51.73707962,121.5088959,71.40768433,16.02697754,37.03201294,53.02879715,477.9522095,3147.557373,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
29.77,29,4,2,79.85,179.62,11.67,40.58380127,0.723632097,30.64902878,38.90264511,53.17622757,124.9038696,69.08282471,28.42994881,47.23126221,52.88751221,496.5861816,3220.352051,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.87,29,4,2,79.85,254.84,10.6,40.63722229,0.731715441,30.96188545,38.88158035,54.2362442,118.3994751,61.11071777,24.45787621,39.86110306,51.88300705,520.7042236,3039.840332,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
26.62,29,4,2,79.85,189.73,11.09,40.34141541,0.719807744,30.85459709,38.22793579,52.39284897,126.9509583,62.04649353,20.58935165,44.26819992,48.91532898,488.4699707,3169.730225,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
21.75,29,4,2,79.85,148.47,11.37,39.91579437,0.720861256,29.51791382,39.05837631,54.47513962,101.3583603,64.03885651,22.26426125,40.03718185,49.8481102,527.9214478,2971.915771,1,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,57.33,
23.31,29,4,2,79.85,187.94,11.7,39.78466034,0.73097986,31.38337898,37.86555099,53.42213821,116.4677048,63.25550461,21.6957531,42.84750748,49.24927521,508.6742554,3114.853516,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
29.69,29,4,2,79.85,230.7,11.02,40.81925201,0.725351989,30.43022728,38.11722183,52.81935883,123.4747086,66.41390228,24.08038712,41.74187088,49.87794876,605.4258423,2934.533936,2,3,3,2,1,4,4,3,3,2,2,1,1,3,3,2,50.33,
28.49,29,4,2,79.85,284.32,11.17,40.07612228,0.719718397,29.89905739,38.48321915,55.6935463,110.920578,59.27104568,23.39682198,47.24548721,51.57817841,521.8903198,3086.156006,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
25.53,29,4,2,79.85,243.08,11,40.02066422,0.7190817,30.40973282,37.9358139,54.0880928,117.1027374,76.1984787,21.57095718,43.68112564,54.07086563,523.3642578,3131.436279,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
32.8,29,4,2,79.85,261.76,11.26,44.08309174,0.720044017,29.86584091,37.84329987,52.83520508,119.902298,63.97167969,28.33702087,54.81152344,54.52634048,510.0585632,3050.127441,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
35.16,29,4,2,79.85,221.18,10.08,45.60458374,0.728708506,29.88923264,37.26671982,51.74616623,122.9199142,67.12060547,29.0607872,43.92821503,52.26334,574.1859741,3272.062012,3,3,3,2,1,4,3,3,3,2,2,1,1,4,3,2,48,
37.76,29,4,2,79.85,163.62,11.08,47.9026947,0.740279913,30.24980736,38.56694794,48.42191315,127.9007263,77.295578,40.02067947,45.15478134,54.01060867,558.9611206,3118.22998,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
27.02,29,4,2,79.85,147.24,11.84,41.1125412,0.720459104,31.22518921,38.7700386,54.73462296,125.5430603,49.01195145,27.70913696,41.27893829,50.62713623,543.5317993,3015.761963,2,3,3,2,1,4,4,3,3,2,1,1,1,4,2,2,51,
29.39,29,4,2,79.85,276.11,10.53,40.87822342,0.720494509,30.40265274,38.78871155,53.40627289,114.7241516,72.92289734,27.07198715,42.6996727,48.02030182,512.6589355,3139.665771,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
26.47,29,4,2,79.85,186.43,11.46,39.75656509,0.72141403,31.10797691,38.32636642,53.34292603,130.3840637,60.26782227,15.34475899,45.76290894,49.59928131,501.3209229,3068.4021,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
27.45,29,4,2,79.85,299.05,11.63,40.3835907,0.718009293,30.53377914,38.40855026,52.13910294,104.4893341,64.69672394,25.54961777,46.86465454,50.13582993,540.3289795,2967.419922,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
32.07,29,4,2,79.85,55.41,11,42.90514374,0.726655424,29.85559082,38.20546341,50.76530838,128.0498657,70.57717896,21.33943748,42.00931931,54.01929092,523.0059814,3082.313477,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
27.74,29,4,2,79.85,158.98,10.66,40.09927368,0.721279442,30.24106789,37.98740768,53.50336456,129.3347626,61.18545532,25.3929882,42.86018372,50.67280579,519.9581299,3121.984619,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.63,29,4,2,79.85,172.92,11.19,42.67801285,0.716540337,29.90343857,37.24039841,52.9166069,118.9889297,63.75822449,26.98621559,46.20917892,49.67645645,529.7166748,3033.974121,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
22.25,29,4,2,79.85,239.85,10.66,40.25504684,0.721086264,30.56955338,38.39307404,53.0399437,127.2107849,74.96508789,22.64823723,46.3391571,52.18781662,524.7261963,2994.700928,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
30.92,29,4,2,79.85,187.49,11.21,43.21138382,0.730245173,31.87960434,38.46886063,52.08600998,135.7644348,69.98214722,31.75661659,43.32875824,51.98968506,583.800415,3196.514893,2,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,48.67,
35.45,29,4,2,79.85,266.54,11.32,48.16324234,0.728454232,30.73534393,38.45278549,52.25491333,123.1619568,78.65384674,34.56716537,44.99499893,57.70807648,569.0794678,3260.44043,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
29.41,29,4,2,79.85,214.93,11.68,40.23151398,0.726675451,31.2687397,38.4405899,53.67623138,118.8272476,69.44609833,26.46852684,45.88138962,48.83968735,515.3704224,3305.265137,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
27.41,29,4,2,79.85,180.85,11.67,40.1842308,0.719236553,30.56285667,38.66371536,52.9693222,111.3500443,67.02246857,19.95799637,46.60771561,48.41728592,519.5933228,3043.706055,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
28.7,29,4,2,79.85,191.63,10.66,40.63319397,0.719913125,29.95261955,37.61268616,53.48295212,127.012619,65.01544189,27.06550598,43.86880493,49.83121872,503.5897827,3017.525146,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
32.85,29,4,2,79.85,135.91,11.28,43.20162964,0.726184785,29.84960175,39.12733078,51.39826965,119.0684967,61.08049393,26.15118027,46.95413971,52.19205093,541.0386353,3188.805176,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
25.5,29,4,2,79.85,182.1,10.7,40.26906967,0.727073669,30.11733055,38.15319061,53.30808258,126.1288071,60.47721863,23.33109856,40.59348679,53.05117416,522.8137817,2966.083008,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
42.99,29,4,2,79.85,229.74,11.43,55.39339447,0.734194458,28.13815308,37.49054718,52.46504974,147.026947,85.19783783,47.01818466,38.56235504,56.45928574,518.1842041,3320.938232,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
24.01,29,4,2,79.85,192.99,10.67,39.79986191,0.711371899,30.62326431,37.74968719,53.12624741,120.2571869,70.16344452,16.7699604,42.86050034,49.27422333,505.710144,2982.655273,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
39.73,29,4,2,79.85,160.44,11.63,49.34137726,0.728819072,30.34913063,38.03987885,49.13183975,130.9705658,80.70592499,42.72504425,47.87018585,55.40462112,508.4091797,3316.575684,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
23.07,29,4,2,79.85,132.36,10.74,39.88854599,0.723196566,29.91953468,37.9307251,52.7638588,119.9988785,75.62648773,26.51374817,43.73729324,51.08668137,506.5947571,2999.051025,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
24.54,29,4,2,79.85,274.28,11.65,40.1744957,0.715796053,29.32050323,39.79415131,53.47375107,112.7810059,59.94496155,32.89487839,49.03456879,49.22120285,540.8637085,2995.585205,1,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,57.33,
24.67,29,4,2,79.85,185.2,10.82,40.02590179,0.720439553,29.21936226,38.27597809,51.78982544,110.8385468,44.35099411,22.80354118,42.42502975,54.12039566,540.2698364,3148.9104,1,3,3,2,1,4,3,3,3,2,1,1,1,4,2,2,57,
28.46,29,4,2,79.85,171.92,11.29,40.19224548,0.713397264,29.33072662,38.25984192,54.71365738,122.7766418,55.22523117,23.0719986,46.30983734,53.82079697,544.4403076,2991.852539,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
37.72,29,4,2,79.85,188.86,11.27,47.9005127,0.73564136,29.49537659,37.94722748,52.03983307,139.391983,62.09635925,34.48764038,47.60269928,52.46384811,544.3360596,3109.965332,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
34.32,29,4,2,79.85,182.88,11.84,44.99576187,0.722485721,31.26504898,39.00170135,53.15229797,121.9696655,51.85525131,32.17251968,46.74143982,52.03034592,553.0803833,3220.90918,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
24.09,29,4,2,79.85,163.83,11.53,40.14494324,0.71870923,30.72851181,38.09890747,54.31387711,113.1323013,70.35817719,15.21658421,49.32581329,50.82962418,534.534729,3125.365723,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
